Accident ID,Location,Latitude,Longitude,Weather Condition,Road Condition,Vehicles Involved,Casualties,Cause,DayOfWeek,Month,Hour,Cluster
a1b417b3,"São Paulo, Brazil",68.478571,-65.13188,Hail,Gravel,3,2,Mechanical Failure,6,5,15,1
be6b1d8a,"Berlin, Germany",-33.342793,30.216655,Storm,Gravel,1,7,Distracted Driving,0,9,9,0
2df9314a,"Tokyo, Japan",43.799694,138.144825,Hail,Dry,2,10,Distracted Driving,6,11,10,3
e533cb1f,"São Paulo, Brazil",68.577866,172.90467,Storm,Under Construction,3,6,Speeding,4,5,20,3
ac3f0328,"New York, USA",-60.905794,3.134202,Snow,Dry,4,7,Distracted Driving,2,1,23,2
8d313013,"Toronto, Canada",-28.542573,-86.210079,Fog,Icy,2,5,Weather Conditions,0,1,20,0
954045f2,"Berlin, Germany",-1.885441,74.214425,Fog,Icy,4,9,Mechanical Failure,3,10,6,2
af82bcde,"Toronto, Canada",-70.364744,-67.414962,Hail,Icy,4,2,Distracted Driving,6,11,18,1
a96737ce,"London, UK",60.782966,56.256076,Storm,Icy,2,5,Speeding,0,5,0,3
a8229b55,"New York, USA",37.656129,-37.912601,Snow,Gravel,3,0,Mechanical Failure,4,7,13,1
e73d3a63,"São Paulo, Brazil",64.167386,-65.668632,Rain,Wet,4,4,Reckless Driving,3,1,9,1
180c413f,"Sydney, Australia",-81.958257,95.272368,Rain,Gravel,4,6,Drunk Driving,4,1,21,0
b39b1daa,"London, UK",13.382219,-53.633974,Clear,Gravel,5,1,Mechanical Failure,2,10,15,1
565ecd26,"Mumbai, India",-29.746811,105.290201,Storm,Dry,5,0,Distracted Driving,1,8,20,1
28f6d1ac,"New York, USA",14.623612,-87.539309,Rain,Gravel,2,5,Reckless Driving,5,11,22,3
f3383b9e,"Paris, France",22.379837,36.963203,Snow,Icy,1,8,Reckless Driving,4,1,22,3
80817992,"London, UK",-9.774911,104.967149,Clear,Wet,4,4,Speeding,4,9,18,1
0666bb1b,"Beijing, China",-33.283428,60.699302,Hail,Wet,3,6,Reckless Driving,0,11,5,0
ed3927b7,"Paris, France",25.193155,-17.926492,Storm,Gravel,3,5,Weather Conditions,6,6,5,3
65bd6963,"Berlin, Germany",52.095129,-124.41937,Snow,Gravel,3,3,Speeding,5,3,19,3
6b47fae7,"London, UK",-9.901256,-144.838708,Rain,Dry,5,10,Drunk Driving,6,11,8,2
d1f8525f,"Mumbai, India",29.048183,-104.972124,Hail,Under Construction,3,8,Weather Conditions,5,5,20,2
367fb736,"São Paulo, Brazil",27.03214,-39.816203,Snow,Gravel,2,3,Reckless Driving,3,6,21,3
d5524643,"London, UK",43.368104,-160.611507,Clear,Under Construction,5,6,Weather Conditions,1,7,2,2
c7629da7,"Beijing, China",0.491254,175.402054,Clear,Wet,2,3,Mechanical Failure,0,5,20,0
dd57e69b,"Tokyo, Japan",48.289439,-99.041195,Snow,Gravel,1,8,Mechanical Failure,6,3,0,3
b6316417,"Beijing, China",-59.074711,117.700635,Rain,Wet,1,3,Mechanical Failure,3,1,18,0
3d040e83,"Tokyo, Japan",-59.490152,159.233089,Storm,Snowy,2,1,Drunk Driving,0,3,0,0
3e53e89e,"Berlin, Germany",-88.175155,123.485925,Snow,Under Construction,3,0,Distracted Driving,5,5,8,0
44445ce5,"New York, USA",-38.358594,26.330263,Rain,Icy,1,9,Reckless Driving,0,6,18,0
41a55308,"Berlin, Germany",20.045461,92.488005,Clear,Under Construction,2,0,Reckless Driving,0,2,19,1
24ad8972,"Berlin, Germany",-23.013799,-51.900351,Storm,Snowy,4,2,Speeding,5,11,6,1
d7ebee8e,"Sydney, Australia",63.06361,-104.280675,Clear,Under Construction,3,6,Mechanical Failure,6,8,12,3
162fe96e,"London, UK",-30.9674,-86.639868,Hail,Gravel,4,1,Mechanical Failure,1,1,22,1
78757b98,"Mumbai, India",-21.291759,-31.765797,Rain,Gravel,4,4,Distracted Driving,3,10,11,1
6dfe45f0,"Mumbai, India",-59.041994,-157.105298,Snow,Snowy,4,7,Weather Conditions,1,4,10,2
4d01536a,"Beijing, China",15.498686,-36.693567,Rain,Dry,1,10,Weather Conditions,1,1,23,3
01437023,"Toronto, Canada",61.534606,-39.237435,Fog,Snowy,5,6,Speeding,6,10,4,2
29d4f464,"Tokyo, Japan",-68.097514,-35.325284,Clear,Gravel,1,6,Weather Conditions,2,2,15,0
ee38e929,"Mumbai, India",87.216338,-177.443888,Clear,Icy,5,9,Distracted Driving,1,12,10,2
c4b8040c,"London, UK",-39.549744,-11.169448,Hail,Under Construction,1,1,Reckless Driving,6,3,14,0
cab7cb56,"Tokyo, Japan",-2.608885,13.464159,Hail,Snowy,3,5,Distracted Driving,2,11,17,0
a4d36010,"Sydney, Australia",-68.957745,-155.176962,Snow,Dry,5,10,Reckless Driving,5,3,3,2
453ed0f3,"New York, USA",66.092105,35.684353,Storm,Dry,2,2,Distracted Driving,0,7,11,3
ce76d16e,"Beijing, China",-82.014336,167.49486,Hail,Wet,4,10,Speeding,3,4,4,2
b42be992,"Paris, France",78.403046,-145.819572,Snow,Under Construction,4,7,Mechanical Failure,4,8,1,2
4eff1a09,"Beijing, China",-60.843658,-63.613475,Fog,Icy,3,4,Speeding,1,1,15,0
4c07c64f,"Beijing, China",79.116546,84.719488,Hail,Snowy,2,6,Distracted Driving,2,6,19,3
76ce5b97,"São Paulo, Brazil",-56.530637,37.560612,Fog,Dry,4,4,Distracted Driving,6,3,23,1
ee384ec9,"Sydney, Australia",11.975314,0.953957,Rain,Gravel,4,2,Distracted Driving,3,12,8,1
8bab46f7,"São Paulo, Brazil",-62.111115,1.741552,Fog,Wet,1,0,Distracted Driving,1,12,21,0
7aaf8cf5,"Tokyo, Japan",-46.768175,-24.76621,Fog,Under Construction,3,4,Drunk Driving,4,6,17,0
9b8b084a,"Tokyo, Japan",24.972738,-37.516893,Fog,Dry,3,7,Speeding,5,9,14,3
457497a7,"Beijing, China",-64.443828,-46.997791,Hail,Icy,4,6,Mechanical Failure,0,8,14,2
05eda3f1,"Beijing, China",-78.907418,179.362165,Rain,Gravel,2,3,Mechanical Failure,2,8,15,0
34a27bf4,"Paris, France",-33.636221,135.348432,Snow,Under Construction,4,2,Drunk Driving,4,5,0,1
27ccdaa7,"Tokyo, Japan",-0.59203,-72.963287,Hail,Wet,3,7,Reckless Driving,6,1,2,2
ea5db9db,"New York, USA",-67.709003,165.02448,Hail,Gravel,2,9,Drunk Driving,0,6,10,0
a9fb1bfa,"Berlin, Germany",61.74489,-45.019163,Storm,Under Construction,4,2,Distracted Driving,6,8,15,1
9f45c106,"Mumbai, India",-72.493854,-34.017006,Rain,Icy,1,4,Reckless Driving,6,2,4,0
a5d83098,"São Paulo, Brazil",31.564244,-83.861852,Storm,Dry,1,6,Reckless Driving,5,6,20,3
ed4d714d,"Beijing, China",13.652286,-144.826557,Snow,Dry,2,6,Reckless Driving,4,5,11,3
bb9fc3d6,"Toronto, Canada",43.91905,114.27405,Snow,Snowy,1,6,Mechanical Failure,5,11,16,3
e478b57d,"Berlin, Germany",-12.220422,-71.988666,Clear,Under Construction,5,10,Speeding,6,9,8,2
73d91f4b,"Sydney, Australia",69.595104,95.884475,Storm,Wet,2,6,Weather Conditions,2,2,22,3
312cab2b,"Mumbai, India",-3.086001,145.949923,Hail,Icy,4,0,Reckless Driving,3,5,13,1
371b13f0,"Beijing, China",-89.159867,-161.30569,Hail,Gravel,2,3,Weather Conditions,0,11,13,0
31463158,"São Paulo, Brazil",12.070052,-3.644726,Storm,Snowy,1,4,Weather Conditions,5,5,23,0
aa4db6a6,"London, UK",-34.991282,-103.811485,Storm,Snowy,5,1,Reckless Driving,6,11,23,1
c883f16e,"Berlin, Germany",53.107756,88.502297,Snow,Icy,2,7,Distracted Driving,0,6,2,3
528308b8,"Toronto, Canada",66.919601,-1.919694,Rain,Gravel,3,0,Distracted Driving,6,9,13,1
297b9e47,"Mumbai, India",-13.751798,48.29127,Snow,Gravel,5,5,Speeding,0,12,2,2
64f0a994,"New York, USA",-11.917614,-118.040589,Rain,Dry,5,1,Drunk Driving,6,7,21,1
10eee7ac,"Mumbai, India",-51.944484,-126.752741,Hail,Gravel,4,8,Reckless Driving,0,3,21,2
162e52f5,"Toronto, Canada",85.502849,98.185549,Clear,Snowy,2,3,Mechanical Failure,5,8,14,3
22a1aa64,"London, UK",12.069323,124.933217,Snow,Under Construction,4,4,Drunk Driving,1,9,18,1
96a94704,"Berlin, Germany",-14.283583,-105.417369,Clear,Icy,2,10,Mechanical Failure,1,2,17,2
b95f8020,"London, UK",66.062271,-29.462526,Fog,Under Construction,5,3,Drunk Driving,1,6,3,1
84d6343c,"London, UK",40.65205,148.848216,Storm,Wet,1,3,Weather Conditions,6,8,15,3
6cb99798,"Sydney, Australia",53.35393,63.952106,Rain,Wet,1,0,Mechanical Failure,5,2,17,3
682e79dc,"Beijing, China",-49.653238,70.703956,Fog,Under Construction,2,8,Reckless Driving,3,10,23,0
44dc5493,"São Paulo, Brazil",-17.395547,139.527307,Snow,Dry,4,10,Reckless Driving,4,6,3,2
6fd30228,"Sydney, Australia",-65.323689,-86.123973,Clear,Wet,3,2,Reckless Driving,0,12,12,0
75cd0173,"Mumbai, India",16.071047,113.067287,Storm,Gravel,5,1,Reckless Driving,6,7,12,1
efcca76a,"Berlin, Germany",21.276204,41.496037,Clear,Gravel,5,7,Distracted Driving,1,9,1,2
a826b833,"Berlin, Germany",-12.795774,-50.872026,Fog,Under Construction,4,1,Mechanical Failure,0,7,15,1
bb188c56,"London, UK",-26.235336,26.488176,Snow,Dry,2,4,Weather Conditions,6,10,6,0
187fa570,"Tokyo, Japan",44.520315,20.749252,Clear,Wet,5,7,Drunk Driving,5,3,5,2
a3d73408,"London, UK",72.449058,-3.26992,Fog,Dry,5,7,Weather Conditions,2,7,0,2
d80b3de8,"Paris, France",87.730706,-24.283585,Storm,Dry,1,7,Mechanical Failure,5,2,22,3
7eccbab1,"Toronto, Canada",-89.490712,-117.504014,Snow,Under Construction,1,2,Reckless Driving,0,3,8,0
7a9ee87a,"London, UK",-71.739056,-95.923317,Hail,Icy,4,7,Speeding,4,5,8,2
5618609e,"Toronto, Canada",-27.232219,171.253722,Fog,Dry,5,2,Drunk Driving,1,2,22,1
0b23836c,"London, UK",-86.303514,170.326215,Snow,Gravel,3,6,Drunk Driving,3,10,2,0
e6fa65ec,"Berlin, Germany",79.49795,74.720361,Rain,Wet,4,5,Mechanical Failure,4,5,10,1
2bf0a10f,"Berlin, Germany",89.546135,-149.695363,Storm,Dry,3,0,Reckless Driving,3,6,3,1
1db8a611,"New York, USA",23.39093,-59.928107,Snow,Dry,1,6,Drunk Driving,4,10,7,3
8cd43dd2,"London, UK",-34.504678,42.866898,Snow,Gravel,2,2,Reckless Driving,2,2,6,0
32ffaaf6,"Paris, France",68.948787,64.156715,Storm,Icy,5,9,Mechanical Failure,4,5,1,2
69b1f097,"London, UK",6.425258,-166.684888,Rain,Snowy,5,0,Speeding,3,6,6,1
b6be6563,"London, UK",-68.007803,99.591247,Rain,Under Construction,3,4,Reckless Driving,6,4,16,0
a88c4906,"Berlin, Germany",-20.863261,-9.604959,Hail,Dry,5,4,Speeding,5,10,7,1
e31132cb,"Toronto, Canada",30.164291,50.364679,Hail,Wet,4,9,Reckless Driving,3,6,0,2
877b1ca6,"Sydney, Australia",-14.518313,-41.590715,Fog,Dry,5,7,Drunk Driving,4,12,4,2
2b4466ee,"Berlin, Germany",35.936709,121.294682,Storm,Snowy,3,2,Reckless Driving,0,9,9,1
6e4915e6,"Mumbai, India",62.831171,-148.666238,Fog,Under Construction,4,6,Speeding,1,3,11,2
b1bf8fef,"Mumbai, India",81.799884,-141.94229,Storm,Dry,4,8,Weather Conditions,3,12,10,2
c53fba9a,"Beijing, China",-60.102748,44.825243,Rain,Dry,4,6,Drunk Driving,2,9,2,2
e9e5482c,"Toronto, Canada",79.127511,-165.984743,Snow,Dry,2,5,Drunk Driving,5,5,1,3
3b2f204c,"São Paulo, Brazil",25.177469,-134.860674,Clear,Wet,4,8,Reckless Driving,5,9,13,2
7ccd5449,"Toronto, Canada",-50.374818,-171.079093,Rain,Wet,5,10,Reckless Driving,1,4,3,2
2753b405,"Paris, France",-64.594075,54.27828,Fog,Under Construction,3,4,Mechanical Failure,5,7,2,0
167e902c,"Tokyo, Japan",49.367997,-167.77056,Hail,Dry,1,0,Mechanical Failure,1,1,13,3
13279b9d,"Paris, France",67.213388,8.233021,Fog,Icy,1,1,Drunk Driving,3,11,20,3
91163256,"London, UK",46.072039,89.774064,Snow,Icy,4,10,Mechanical Failure,0,7,16,2
3fcb6921,"London, UK",-8.446875,-30.216254,Snow,Dry,2,4,Distracted Driving,3,8,8,0
9ab6bcb8,"Mumbai, India",74.500346,-40.774431,Fog,Dry,2,3,Mechanical Failure,0,7,19,3
82902c03,"New York, USA",15.807603,-154.66176,Snow,Snowy,5,4,Weather Conditions,6,6,11,1
faa7ed0f,"Sydney, Australia",29.968513,18.39196,Hail,Dry,4,7,Weather Conditions,5,6,13,2
10bd5270,"São Paulo, Brazil",-36.076033,-14.298806,Storm,Under Construction,3,0,Distracted Driving,2,11,19,0
6ce72747,"Toronto, Canada",10.390768,162.008804,Rain,Dry,4,8,Distracted Driving,3,2,10,2
7fef8c5e,"Berlin, Germany",-47.268748,-11.856519,Rain,Under Construction,1,2,Reckless Driving,3,2,17,0
5b7d3eda,"Paris, France",-65.324825,100.039021,Storm,Snowy,2,0,Drunk Driving,6,12,3,0
99dd0d77,"Toronto, Canada",34.649949,-66.116525,Fog,Wet,2,7,Drunk Driving,2,2,13,3
57839b69,"Beijing, China",-86.606005,-146.950737,Hail,Wet,1,1,Weather Conditions,5,8,20,0
eea491b2,"London, UK",-31.65692,-96.231981,Fog,Icy,2,5,Drunk Driving,1,6,15,0
29eeb8f9,"Sydney, Australia",2.925999,-127.947769,Hail,Dry,3,6,Mechanical Failure,4,4,16,2
48db9c2b,"London, UK",-35.577026,94.286848,Clear,Under Construction,1,6,Distracted Driving,2,6,21,0
4bc397c7,"Paris, France",68.556591,9.54196,Rain,Dry,5,10,Distracted Driving,2,1,23,2
30bd47ff,"São Paulo, Brazil",76.526467,-107.50115,Clear,Snowy,2,9,Speeding,0,6,0,3
f870155f,"Beijing, China",61.523514,62.906482,Clear,Wet,1,10,Drunk Driving,4,8,12,3
b323dbb4,"Sydney, Australia",-24.44712,-126.157662,Snow,Dry,4,5,Speeding,3,8,1,2
ca6dd845,"New York, USA",-65.438464,169.034135,Snow,Dry,2,8,Mechanical Failure,3,11,15,0
98127279,"New York, USA",84.60717,110.528907,Snow,Under Construction,3,3,Mechanical Failure,3,2,2,3
03a0cbd6,"Tokyo, Japan",-80.37553,74.249432,Clear,Snowy,5,2,Distracted Driving,4,1,8,1
36548f4e,"Paris, France",36.777439,13.924162,Fog,Dry,2,4,Speeding,2,7,11,3
33daa6e6,"Berlin, Germany",46.500692,3.544386,Rain,Icy,3,7,Weather Conditions,3,2,23,3
4ec1fa51,"New York, USA",25.850775,-108.728154,Storm,Under Construction,5,1,Drunk Driving,5,7,20,1
86cde129,"Beijing, China",-36.600593,-125.533543,Snow,Under Construction,1,8,Weather Conditions,1,7,14,0
afa5a997,"Tokyo, Japan",-63.675696,-38.074023,Fog,Under Construction,2,1,Reckless Driving,2,3,1,0
e024f4cc,"Tokyo, Japan",-4.885384,-129.308924,Clear,Icy,3,6,Mechanical Failure,0,9,13,2
1f313ad0,"Tokyo, Japan",-62.825181,16.739241,Snow,Wet,5,1,Drunk Driving,1,4,7,1
e32df766,"London, UK",-35.405144,97.385053,Snow,Icy,2,3,Reckless Driving,3,2,11,0
3c301a49,"Toronto, Canada",11.093653,-149.996985,Clear,Dry,2,3,Distracted Driving,6,8,17,3
bae4c4e7,"Sydney, Australia",-2.581949,-179.756893,Fog,Under Construction,5,6,Reckless Driving,1,12,21,2
970fb940,"Berlin, Germany",-15.473167,-40.659459,Hail,Under Construction,4,4,Distracted Driving,4,12,12,1
dac2115d,"Tokyo, Japan",-64.450767,-7.749406,Rain,Icy,5,4,Mechanical Failure,2,7,20,1
a9f38cae,"Tokyo, Japan",-31.313917,87.601776,Fog,Snowy,4,4,Mechanical Failure,2,10,8,1
651f6d85,"London, UK",37.378417,-44.1776,Rain,Icy,5,10,Mechanical Failure,4,3,14,2
54f98dcf,"Tokyo, Japan",10.129713,158.33387,Clear,Snowy,2,1,Speeding,6,9,2,1
666db5e6,"Paris, France",-53.90074,70.81221,Clear,Gravel,4,10,Weather Conditions,4,12,17,2
a775ed11,"Beijing, China",-59.851417,-137.022185,Clear,Gravel,1,4,Drunk Driving,1,2,3,0
0fc78abf,"Sydney, Australia",31.102829,-167.580596,Snow,Snowy,2,8,Distracted Driving,0,3,0,3
5907d701,"New York, USA",-74.49405,86.492046,Snow,Dry,1,8,Weather Conditions,0,12,15,0
deb9f14c,"Mumbai, India",-55.150625,-141.758844,Clear,Gravel,3,0,Mechanical Failure,1,12,13,1
5fd20631,"London, UK",-39.93408,100.116847,Storm,Snowy,2,0,Weather Conditions,4,2,5,0
281edc30,"Beijing, China",-64.067633,-31.033011,Rain,Snowy,3,4,Reckless Driving,2,6,16,0
4836ce25,"Paris, France",-9.722883,-105.367963,Storm,Icy,5,0,Speeding,1,11,14,1
3391789d,"New York, USA",-37.035535,-29.988342,Hail,Dry,4,9,Weather Conditions,2,6,5,2
3be1eec3,"São Paulo, Brazil",-87.179385,-144.837034,Fog,Gravel,5,4,Distracted Driving,1,8,2,2
06d69ed0,"Berlin, Germany",-17.378473,143.389792,Hail,Wet,4,1,Drunk Driving,1,4,7,1
175a9f45,"Berlin, Germany",12.340981,81.746616,Hail,Wet,3,2,Speeding,4,10,3,1
dababa2c,"Toronto, Canada",40.362938,-178.718133,Fog,Dry,4,9,Mechanical Failure,3,9,7,2
d01d70bb,"Toronto, Canada",74.072342,20.525994,Hail,Snowy,3,1,Mechanical Failure,5,11,18,1
47abd755,"São Paulo, Brazil",-68.257818,74.722036,Storm,Wet,3,7,Weather Conditions,3,11,6,0
987af7ba,"Mumbai, India",51.9331,-141.542588,Clear,Dry,1,10,Weather Conditions,0,7,8,3
596e5dd5,"Tokyo, Japan",-17.236848,-175.183099,Hail,Wet,5,3,Drunk Driving,6,7,19,1
da7f2ea2,"São Paulo, Brazil",52.11889,-123.738755,Fog,Snowy,2,3,Distracted Driving,5,5,3,3
1471232a,"New York, USA",16.721808,-157.897818,Fog,Icy,1,4,Mechanical Failure,6,2,17,3
c52d2ecf,"Sydney, Australia",61.813267,10.896125,Storm,Under Construction,2,8,Speeding,3,4,6,3
893c49c0,"Beijing, China",-45.298407,88.987519,Storm,Under Construction,4,6,Speeding,5,9,3,2
82795f1f,"Paris, France",-2.452828,29.261126,Fog,Dry,3,5,Mechanical Failure,2,3,11,3
677a421b,"Berlin, Germany",89.76616,41.89585,Hail,Snowy,3,4,Reckless Driving,0,9,1,3
22d22d11,"Mumbai, India",-0.01858,-107.681054,Storm,Snowy,1,3,Distracted Driving,1,2,9,0
204f8b05,"New York, USA",65.141419,153.997871,Storm,Dry,1,1,Weather Conditions,0,5,18,3
65a19c61,"Beijing, China",-83.137976,16.361868,Storm,Wet,4,0,Drunk Driving,1,12,17,1
f89c1472,"São Paulo, Brazil",32.362644,-107.788377,Clear,Wet,1,8,Reckless Driving,6,5,10,3
b95feaaf,"Paris, France",-34.91222,-123.292395,Snow,Snowy,3,3,Weather Conditions,4,7,7,0
4bcb6d1c,"São Paulo, Brazil",-3.709329,-115.723385,Clear,Icy,4,9,Speeding,5,6,7,2
175866d8,"London, UK",-15.619683,154.48231,Storm,Wet,2,7,Weather Conditions,4,5,6,0
b171dfdb,"Mumbai, India",-18.296207,-154.54968,Fog,Dry,5,3,Speeding,1,11,6,1
f8c9b0e4,"Berlin, Germany",41.052334,-118.443163,Fog,Gravel,1,2,Distracted Driving,3,5,5,3
01413ee8,"Paris, France",-17.153611,96.161576,Fog,Dry,1,9,Distracted Driving,5,10,18,3
d3db9d80,"Sydney, Australia",33.882226,-117.194202,Storm,Wet,4,7,Distracted Driving,4,4,20,2
01b0f1a9,"Toronto, Canada",-54.737039,177.509333,Fog,Gravel,1,2,Mechanical Failure,6,3,21,0
9511c5fb,"New York, USA",-30.701074,157.185046,Fog,Snowy,1,9,Speeding,1,5,13,0
d74d214b,"Paris, France",86.988657,35.132561,Clear,Wet,5,2,Drunk Driving,1,2,13,1
f67252ff,"Beijing, China",19.337186,-5.86908,Clear,Dry,4,4,Weather Conditions,3,6,14,1
2dca593f,"New York, USA",50.670264,-135.061592,Hail,Icy,5,0,Mechanical Failure,2,5,16,1
836bca3e,"Toronto, Canada",-3.20392,-60.164037,Clear,Dry,1,4,Mechanical Failure,0,1,6,3
1c16498e,"Beijing, China",19.712749,-151.346343,Rain,Under Construction,1,4,Speeding,5,1,16,3
fed27cdc,"New York, USA",-80.076112,-52.791497,Hail,Wet,3,2,Speeding,1,5,0,0
ecc29042,"Toronto, Canada",22.423206,-50.79823,Fog,Dry,1,3,Weather Conditions,6,12,19,3
a207355b,"Paris, France",6.474235,135.779843,Clear,Gravel,4,9,Speeding,4,8,22,2
e99e883f,"Toronto, Canada",86.167006,54.432389,Hail,Snowy,1,5,Drunk Driving,4,12,5,3
11f29b87,"New York, USA",69.235592,-126.873471,Hail,Snowy,5,3,Speeding,6,9,1,1
c06af02c,"Toronto, Canada",75.28003,116.563931,Rain,Wet,5,2,Drunk Driving,2,9,6,1
c0d4cad1,"Sydney, Australia",-40.425439,153.286258,Fog,Wet,1,2,Distracted Driving,6,1,12,0
5e54ed61,"Toronto, Canada",82.668439,14.370371,Storm,Snowy,5,6,Drunk Driving,2,3,16,2
90f621fb,"Berlin, Germany",-5.583785,-5.692105,Fog,Under Construction,5,5,Mechanical Failure,4,3,20,1
90b6cd0d,"São Paulo, Brazil",53.561117,94.79819,Hail,Under Construction,4,3,Drunk Driving,5,8,11,1
6c7ea6e3,"São Paulo, Brazil",-37.653747,-113.069231,Fog,Dry,5,4,Speeding,6,11,17,1
71e992c0,"Toronto, Canada",-75.49155,124.312901,Snow,Dry,2,0,Reckless Driving,3,7,2,0
41d7e645,"São Paulo, Brazil",36.948945,-119.536036,Fog,Gravel,5,3,Mechanical Failure,3,5,8,1
9d64f18a,"Mumbai, India",23.476387,-163.416884,Snow,Icy,5,8,Mechanical Failure,4,7,12,2
be9727e2,"Sydney, Australia",-21.019797,-50.745271,Clear,Gravel,1,2,Weather Conditions,2,5,23,0
d5007353,"Mumbai, India",-64.430564,2.432568,Snow,Snowy,1,7,Distracted Driving,5,12,0,0
687bda59,"New York, USA",-44.502133,-81.216808,Rain,Icy,3,10,Speeding,3,4,13,2
a238d825,"Mumbai, India",-61.070346,-59.346748,Clear,Gravel,4,7,Reckless Driving,5,8,5,2
6b8bdc52,"Beijing, China",-28.659599,2.660972,Fog,Dry,5,3,Distracted Driving,6,11,1,1
d213278d,"Mumbai, India",73.240553,75.67716,Snow,Under Construction,2,10,Drunk Driving,4,1,15,3
65e04b23,"Sydney, Australia",-20.388926,13.085283,Rain,Icy,1,10,Speeding,5,1,16,0
f64f3166,"Paris, France",87.425821,75.698552,Storm,Under Construction,5,9,Speeding,4,6,3,2
b5319052,"Sydney, Australia",-51.541123,109.673507,Snow,Gravel,4,10,Speeding,1,10,16,2
6b9c7f41,"New York, USA",79.290956,22.466548,Fog,Snowy,3,0,Reckless Driving,3,5,1,1
79729153,"Paris, France",-37.241856,32.859789,Hail,Icy,4,9,Distracted Driving,0,11,13,2
a808c122,"Mumbai, India",68.067868,-11.579428,Fog,Under Construction,1,1,Drunk Driving,3,12,17,3
069a8f03,"New York, USA",-84.873021,39.228898,Fog,Under Construction,2,0,Drunk Driving,0,5,16,0
dbdca359,"São Paulo, Brazil",-30.640547,-171.318065,Snow,Under Construction,5,4,Drunk Driving,6,2,6,1
c620e356,"Sydney, Australia",-52.182336,-12.425471,Rain,Icy,2,2,Distracted Driving,6,5,19,0
18814fba,"Paris, France",27.487865,103.605922,Clear,Snowy,2,4,Weather Conditions,3,3,22,3
7ac78572,"Tokyo, Japan",-46.737603,85.313148,Rain,Wet,2,8,Weather Conditions,3,11,18,0
a7647a08,"Berlin, Germany",24.073272,-118.85988,Rain,Under Construction,1,8,Distracted Driving,2,8,23,3
71ead5a5,"Tokyo, Japan",24.083283,91.366909,Clear,Gravel,4,0,Drunk Driving,2,10,9,1
72c9bf85,"New York, USA",-40.274602,-155.9028,Hail,Wet,4,1,Mechanical Failure,5,2,9,1
9e8a734b,"Paris, France",-42.69476,-48.157367,Snow,Snowy,5,9,Mechanical Failure,4,6,3,2
709170d6,"Mumbai, India",52.217524,-177.644858,Snow,Snowy,5,4,Drunk Driving,5,4,23,1
78fee46b,"Beijing, China",81.107383,-96.375473,Rain,Snowy,2,9,Drunk Driving,2,2,7,3
80575023,"London, UK",0.619895,-104.566376,Hail,Under Construction,1,7,Drunk Driving,4,12,9,3
fffbe5ff,"London, UK",-3.750173,5.08609,Hail,Snowy,1,7,Distracted Driving,5,1,18,3
c603b7b1,"Berlin, Germany",-44.569007,-144.213306,Clear,Snowy,5,3,Mechanical Failure,3,3,18,1
f2ec0930,"London, UK",3.920904,70.820619,Fog,Under Construction,5,6,Mechanical Failure,2,3,1,2
501770cc,"Tokyo, Japan",2.562802,-39.594765,Hail,Gravel,2,8,Speeding,5,3,22,3
a648962a,"Berlin, Germany",-88.967804,-55.877903,Clear,Icy,2,6,Reckless Driving,5,1,22,0
2d902298,"Beijing, China",-79.475473,171.288943,Fog,Snowy,3,10,Reckless Driving,5,8,5,2
dcc75a3e,"Sydney, Australia",-54.020845,121.36719,Hail,Under Construction,5,7,Distracted Driving,0,9,18,2
957f76d5,"Sydney, Australia",-71.19632,30.582659,Hail,Under Construction,2,4,Mechanical Failure,4,11,23,0
a2a55bd2,"Sydney, Australia",73.06006,-164.354377,Rain,Snowy,1,0,Mechanical Failure,4,4,12,3
1025d5a2,"Sydney, Australia",-28.101718,124.757628,Snow,Snowy,1,5,Distracted Driving,3,6,16,0
c37152f6,"London, UK",-28.920246,86.937548,Clear,Under Construction,5,2,Reckless Driving,6,5,16,1
d7a7c46e,"Beijing, China",-64.069762,-147.371068,Snow,Dry,3,7,Mechanical Failure,0,1,13,0
0fd08090,"Sydney, Australia",34.1697,-16.383916,Storm,Snowy,1,5,Mechanical Failure,5,6,16,3
6e6b14d7,"Mumbai, India",-63.858626,-41.32978,Hail,Under Construction,4,5,Reckless Driving,4,5,11,2
a0c883c1,"London, UK",-22.705291,13.791572,Hail,Dry,5,0,Distracted Driving,6,6,11,1
042d9471,"Tokyo, Japan",6.109671,170.548239,Clear,Under Construction,5,6,Mechanical Failure,3,3,11,2
cc7e0a39,"São Paulo, Brazil",86.642734,117.290173,Hail,Dry,4,10,Weather Conditions,5,3,13,2
47f1f1a1,"Berlin, Germany",-2.278384,19.945615,Snow,Wet,5,3,Reckless Driving,2,11,18,1
a7322191,"Paris, France",-83.592855,62.099437,Fog,Icy,4,3,Speeding,1,9,21,0
a596067e,"Sydney, Australia",18.860347,75.836555,Rain,Gravel,3,8,Speeding,0,10,3,2
eab67247,"Paris, France",-10.523795,16.743171,Fog,Wet,2,9,Weather Conditions,2,2,7,2
18ab2b61,"São Paulo, Brazil",77.204604,74.302114,Fog,Wet,4,5,Drunk Driving,5,3,2,1
585fe794,"Berlin, Germany",89.285344,140.495635,Storm,Snowy,4,1,Weather Conditions,6,12,18,1
28507cca,"Sydney, Australia",37.228384,56.485129,Clear,Wet,3,9,Weather Conditions,3,6,8,2
a6035482,"Toronto, Canada",80.05574,-35.581838,Fog,Under Construction,1,4,Reckless Driving,5,4,15,3
